age,status,sex,orientation,body_type,diet,drinks,drugs,smokes
18,single,m,straight,average,mostly anything,rarely,never,no
23,single,m,straight,average,mostly anything,rarely,never,no
29,single,m,gay,thin,mostly anything,socially,sometimes,yes
33,single,m,straight,athletic,mostly vegetarian,socially,never,no
27,single,m,straight,a little extra,strictly anything,socially,never,no
30,available,m,straight,fit,,socially,,sometimes
32,single,m,straight,,,socially,sometimes,no
25,single,m,straight,athletic,,socially,never,no
30,single,m,straight,,,socially,,
30,single,m,straight,,,socially,,no
24,single,m,straight,fit,mostly vegetarian,not at all,never,no
27,single,m,straight,athletic,mostly other,rarely,never,no
27,single,m,straight,,,desperately,,no
22,single,m,straight,skinny,mostly anything,socially,,trying to quit
30,single,m,gay,athletic,,socially,never,no
57,single,m,gay,a little extra,mostly anything,often,never,no
58,single,m,straight,average,,socially,never,no
30,seeing someone,m,straight,average,strictly anything,socially,never,no
33,single,m,straight,average,strictly anything,often,never,no
22,single,m,straight,fit,mostly anything,socially,sometimes,no
29,seeing someone,m,gay,fit,mostly anything,socially,never,no
31,single,f,straight,average,anything,socially,,no
21,single,f,straight,curvy,,socially,sometimes,when drinking
33,single,m,bisexual,fit,strictly anything,very often,sometimes,no
29,single,m,straight,average,,socially,never,no
24,single,m,straight,curvy,strictly other,often,,
30,single,m,straight,,,rarely,sometimes,when drinking
24,single,m,straight,a little extra,,not at all,never,no
33,single,m,straight,fit,strictly anything,socially,never,no
23,single,m,straight,thin,mostly anything,socially,,
43,single,m,straight,average,mostly vegetarian,socially,never,when drinking
27,single,m,straight,thin,mostly vegetarian,rarely,never,no
25,single,m,straight,a little extra,mostly anything,socially,,no
36,single,m,straight,used up,,not at all,,yes
27,single,m,straight,athletic,,socially,never,no
30,single,m,straight,athletic,anything,socially,never,no
23,single,m,straight,athletic,strictly anything,socially,never,no
23,single,f,straight,thin,,often,sometimes,sometimes
31,available,m,straight,average,mostly anything,rarely,never,no
43,single,m,straight,athletic,,socially,never,no
23,single,m,straight,athletic,,socially,never,no
42,single,f,straight,curvy,,socially,never,no
40,single,f,straight,,mostly anything,socially,never,no
30,single,m,straight,skinny,mostly anything,socially,never,sometimes
39,single,m,gay,average,mostly anything,socially,never,no
28,single,m,gay,fit,mostly anything,socially,never,no
34,single,m,straight,full figured,strictly other,socially,sometimes,
48,single,m,gay,fit,anything,often,never,yes
31,single,m,straight,fit,strictly vegetarian,socially,never,no
29,single,m,straight,average,mostly anything,socially,never,no
34,single,m,straight,athletic,anything,socially,never,no
28,single,m,bisexual,athletic,mostly anything,socially,sometimes,sometimes
25,single,m,gay,athletic,mostly anything,socially,never,sometimes
36,single,f,straight,athletic,,rarely,never,no
30,single,m,straight,average,mostly anything,socially,,when drinking
23,single,f,straight,skinny,,often,sometimes,no
44,single,f,straight,average,anything,socially,never,no
22,single,f,straight,thin,,socially,,no
24,single,f,straight,curvy,strictly vegetarian,socially,never,no
24,single,f,straight,curvy,mostly anything,socially,never,when drinking
35,available,m,straight,fit,mostly anything,socially,,no
20,single,f,straight,,,socially,sometimes,sometimes
29,single,f,straight,average,,not at all,never,no
27,single,m,straight,athletic,,socially,never,no
41,single,m,gay,skinny,vegetarian,often,,no
32,single,m,straight,average,,rarely,never,no
19,single,m,gay,skinny,mostly anything,not at all,never,no
26,single,m,straight,athletic,,socially,never,no
30,single,m,straight,fit,,socially,never,
22,single,m,straight,athletic,strictly anything,rarely,never,no
30,single,m,gay,athletic,,socially,never,no
22,single,m,gay,thin,,socially,never,no
42,married,m,straight,average,,socially,never,no
30,single,f,straight,athletic,mostly anything,,never,no
21,single,f,straight,average,mostly anything,rarely,never,
24,single,f,straight,average,,socially,never,no
43,single,f,straight,average,strictly anything,socially,never,no
24,seeing someone,m,straight,fit,mostly anything,socially,,when drinking
25,single,f,straight,average,,socially,never,no
37,single,m,straight,athletic,mostly anything,socially,never,sometimes
31,seeing someone,f,bisexual,,,not at all,often,no
34,single,f,straight,full figured,mostly anything,rarely,never,no
60,single,f,straight,a little extra,strictly other,not at all,never,no
31,single,m,straight,skinny,,socially,never,no
45,single,m,straight,fit,,,never,no
23,single,m,straight,athletic,,socially,never,no
33,single,m,straight,,,socially,never,no
27,single,m,straight,fit,mostly other,socially,never,no
28,single,m,straight,,mostly anything,socially,,no
30,single,m,straight,average,mostly anything,socially,,no
31,single,m,straight,athletic,,often,never,no
43,single,m,straight,athletic,,socially,never,no
27,single,m,straight,thin,strictly anything,socially,never,no
23,single,m,straight,average,strictly anything,socially,,yes
19,single,m,straight,,,socially,never,no
28,single,f,straight,average,,often,sometimes,no
20,single,m,straight,thin,strictly anything,socially,sometimes,sometimes
23,single,f,straight,average,,often,never,yes
30,single,m,straight,average,mostly anything,rarely,never,no
59,single,m,straight,average,mostly anything,socially,never,no
34,single,m,straight,average,anything,socially,,no
33,seeing someone,m,straight,fit,,socially,sometimes,no
23,single,m,straight,a little extra,anything,socially,never,no
33,single,m,straight,skinny,,often,sometimes,no
21,single,m,straight,average,mostly anything,socially,sometimes,no
26,single,m,straight,average,,socially,,no
37,single,m,straight,athletic,mostly anything,socially,,
24,single,m,gay,average,vegetarian,often,never,no
37,single,m,gay,fit,,socially,never,no
37,single,m,gay,average,mostly anything,socially,never,no
31,single,m,straight,average,anything,socially,never,no
32,single,m,straight,average,,often,never,no
21,seeing someone,m,straight,fit,anything,socially,never,no
20,single,m,straight,athletic,,,never,no
25,single,m,straight,fit,mostly anything,socially,never,no
36,single,m,straight,athletic,mostly anything,socially,,no
34,single,m,straight,fit,mostly anything,socially,never,no
31,single,f,straight,,,socially,never,no
31,single,m,straight,fit,,socially,never,trying to quit
27,single,m,straight,average,mostly anything,socially,never,no
29,single,m,straight,thin,anything,socially,never,no
40,single,m,straight,skinny,anything,socially,sometimes,
55,single,m,straight,athletic,mostly vegetarian,rarely,never,no
29,single,m,gay,average,mostly vegetarian,socially,sometimes,yes
27,single,m,straight,athletic,,socially,never,
26,single,m,straight,fit,mostly anything,socially,,no
27,single,m,gay,athletic,,,never,no
29,single,m,straight,fit,,socially,never,
26,single,m,straight,average,mostly anything,socially,,no
23,single,m,straight,athletic,mostly anything,socially,never,yes
28,single,m,straight,thin,,often,never,when drinking
23,single,m,gay,curvy,,socially,never,when drinking
23,single,m,straight,fit,,not at all,never,no
30,single,m,straight,fit,mostly anything,socially,never,sometimes
37,single,m,straight,average,,often,never,when drinking
30,single,m,straight,fit,,often,never,no
69,single,m,straight,thin,,,never,
22,single,m,straight,average,anything,very often,sometimes,yes
24,single,f,straight,fit,anything,socially,,no
23,single,f,straight,average,mostly anything,socially,never,
37,single,m,straight,average,mostly other,not at all,never,no
26,single,m,straight,average,mostly other,,never,no
30,single,m,straight,athletic,mostly anything,socially,,
30,single,m,straight,athletic,mostly anything,socially,never,no
25,single,m,gay,skinny,,socially,never,no
53,single,f,straight,full figured,,socially,never,no
28,single,m,straight,athletic,mostly anything,socially,,no
62,single,m,bisexual,a little extra,mostly vegetarian,socially,never,no
35,single,m,straight,athletic,,socially,,no
30,single,f,gay,curvy,strictly vegetarian,not at all,never,no
33,single,f,straight,fit,,socially,never,no
31,single,f,straight,average,,rarely,never,no
34,single,f,straight,average,strictly vegetarian,socially,,no
49,single,m,gay,average,mostly vegetarian,socially,never,no
63,single,m,straight,fit,,socially,never,no
29,seeing someone,f,straight,average,,rarely,never,no
36,single,m,gay,athletic,mostly anything,socially,never,no
42,single,m,straight,fit,,socially,never,no
20,single,m,straight,fit,,very often,sometimes,when drinking
45,single,m,straight,fit,mostly anything,socially,,no
32,single,f,straight,thin,,socially,never,no
28,single,m,straight,average,,socially,,no
27,single,f,straight,,,socially,never,
29,single,f,straight,average,mostly anything,often,never,no
19,single,m,straight,average,mostly anything,socially,sometimes,no
34,single,m,straight,fit,mostly anything,,,no
25,single,m,straight,athletic,,socially,never,no
62,single,f,straight,thin,mostly vegetarian,rarely,never,no
32,single,f,straight,average,,often,never,no
28,single,f,straight,fit,anything,socially,,no
47,single,f,straight,average,,socially,,yes
38,single,f,straight,curvy,mostly vegetarian,often,,no
18,single,m,straight,average,,,never,no
31,single,m,straight,athletic,,socially,never,no
32,single,m,straight,fit,mostly anything,often,,trying to quit
27,single,f,straight,curvy,,socially,never,no
25,single,m,straight,average,,socially,never,no
25,single,m,straight,fit,,socially,never,no
26,single,m,straight,athletic,,socially,,no
24,single,m,straight,thin,strictly anything,socially,never,no
24,single,m,straight,thin,,,,
29,single,m,straight,a little extra,mostly anything,socially,never,no
32,single,f,straight,athletic,mostly anything,socially,,no
21,single,m,straight,a little extra,,socially,sometimes,sometimes
25,single,f,bisexual,curvy,mostly vegetarian,socially,sometimes,yes
28,single,m,straight,fit,mostly anything,socially,never,no
53,single,m,straight,thin,mostly anything,often,never,
27,single,m,straight,athletic,,socially,never,no
32,single,m,straight,athletic,strictly vegetarian,socially,never,
25,single,m,straight,athletic,,socially,,no
36,single,m,straight,fit,mostly anything,socially,,no
33,single,f,gay,average,mostly anything,socially,never,
41,single,m,straight,athletic,mostly other,socially,sometimes,no
29,single,f,straight,,,rarely,never,no
28,single,m,straight,athletic,,socially,never,no
40,single,m,straight,fit,mostly anything,socially,,no
26,single,m,bisexual,athletic,mostly other,not at all,sometimes,no
36,single,f,straight,,mostly anything,socially,,no
38,single,m,bisexual,athletic,anything,rarely,sometimes,no
35,single,m,straight,fit,,often,never,no
40,single,f,straight,average,anything,socially,never,no
24,single,f,straight,fit,,socially,never,when drinking
32,single,m,straight,,,rarely,never,no
26,single,m,straight,fit,anything,socially,never,no
29,single,f,straight,,,socially,,no
23,single,f,straight,,strictly anything,often,sometimes,yes
24,single,m,straight,athletic,strictly anything,socially,never,no
21,single,m,straight,athletic,,,never,
22,single,m,straight,athletic,mostly anything,socially,never,no
28,single,m,straight,athletic,,socially,never,no
35,single,m,gay,athletic,,socially,never,no
20,single,m,straight,average,anything,rarely,never,no
29,single,m,straight,athletic,mostly anything,,,no
33,single,f,straight,average,mostly anything,socially,never,no
